split,idx,label,pkl_path
train,53,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/53.pkl
train,56,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/56.pkl
train,58,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/58.pkl
train,57,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/57.pkl
train,59,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/59.pkl
train,60,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/60.pkl
train,62,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/62.pkl
train,61,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/61.pkl
train,63,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/63.pkl
train,64,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/64.pkl
train,65,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/65.pkl
train,66,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/66.pkl
train,67,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/67.pkl
train,68,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/68.pkl
train,69,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/69.pkl
train,70,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/70.pkl
train,71,8,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/71.pkl
train,72,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/72.pkl
train,74,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/74.pkl
train,76,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/76.pkl
train,73,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/73.pkl
train,75,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/75.pkl
train,78,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/78.pkl
train,77,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/77.pkl
train,79,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/79.pkl
train,81,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/81.pkl
train,80,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/80.pkl
train,85,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/85.pkl
train,84,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/84.pkl
train,82,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/82.pkl
train,83,9,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/83.pkl
train,86,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/86.pkl
train,87,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/87.pkl
train,90,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/90.pkl
train,88,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/88.pkl
train,89,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/89.pkl
train,92,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/92.pkl
train,93,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/93.pkl
train,91,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/91.pkl
train,95,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/95.pkl
train,94,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/94.pkl
train,96,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/96.pkl
train,97,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/97.pkl
train,98,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/98.pkl
train,99,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/99.pkl
train,100,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/100.pkl
train,101,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/101.pkl
train,103,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/103.pkl
train,102,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/102.pkl
train,104,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/104.pkl
train,106,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/106.pkl
train,105,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/105.pkl
train,107,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/107.pkl
train,108,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/108.pkl
train,110,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/110.pkl
train,109,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/109.pkl
train,111,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/111.pkl
train,113,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/113.pkl
train,114,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/114.pkl
train,115,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/115.pkl
train,112,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/112.pkl
train,116,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/116.pkl
train,117,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/117.pkl
train,119,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/119.pkl
train,118,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/118.pkl
train,120,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/120.pkl
train,123,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/123.pkl
train,121,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/121.pkl
train,122,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/122.pkl
train,124,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/124.pkl
train,125,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/125.pkl
train,126,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/126.pkl
train,127,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/127.pkl
train,128,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/128.pkl
train,130,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/130.pkl
train,131,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/131.pkl
train,129,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/129.pkl
train,132,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/132.pkl
train,133,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/133.pkl
train,134,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/134.pkl
train,135,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/135.pkl
train,136,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/136.pkl
train,138,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/138.pkl
train,137,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/137.pkl
train,139,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/139.pkl
train,142,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/142.pkl
train,140,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/140.pkl
train,143,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/143.pkl
train,141,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/141.pkl
train,144,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/144.pkl
train,145,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/145.pkl
train,147,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/147.pkl
train,146,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/146.pkl
train,148,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/148.pkl
train,150,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/150.pkl
train,149,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/149.pkl
train,151,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/151.pkl
train,153,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/153.pkl
train,152,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/152.pkl
train,154,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/154.pkl
train,155,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/155.pkl
train,156,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/156.pkl
train,157,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/157.pkl
train,159,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/159.pkl
train,158,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/158.pkl
train,160,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/160.pkl
train,161,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/161.pkl
train,162,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/162.pkl
train,165,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/165.pkl
train,163,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/163.pkl
train,164,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/164.pkl
train,167,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/167.pkl
train,166,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/166.pkl
train,168,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/168.pkl
train,169,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/169.pkl
train,171,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/171.pkl
train,170,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/170.pkl
train,172,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/172.pkl
train,173,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/173.pkl
train,175,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/175.pkl
train,174,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/174.pkl
train,176,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/176.pkl
train,177,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/177.pkl
train,179,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/179.pkl
train,178,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/178.pkl
train,180,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/180.pkl
train,181,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/181.pkl
train,182,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/182.pkl
train,183,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/183.pkl
train,184,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/184.pkl
train,185,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/185.pkl
train,186,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/186.pkl
train,188,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/188.pkl
train,187,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/187.pkl
train,189,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/189.pkl
train,190,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/190.pkl
train,191,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/191.pkl
train,192,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/192.pkl
train,194,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/194.pkl
train,193,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/193.pkl
train,196,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/196.pkl
train,195,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/195.pkl
train,197,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/197.pkl
train,198,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/198.pkl
train,199,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/199.pkl
train,202,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/202.pkl
train,201,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/201.pkl
train,200,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/200.pkl
train,203,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/203.pkl
train,204,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/204.pkl
train,205,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/205.pkl
train,207,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/207.pkl
train,206,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/206.pkl
train,211,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/211.pkl
train,208,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/208.pkl
train,210,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/210.pkl
train,209,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/209.pkl
train,212,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/212.pkl
train,213,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/213.pkl
train,214,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/214.pkl
train,215,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/215.pkl
train,216,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/216.pkl
train,217,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/217.pkl
train,218,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/218.pkl
train,221,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/221.pkl
train,220,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/220.pkl
train,219,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/219.pkl
train,223,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/223.pkl
train,222,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/222.pkl
train,224,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/224.pkl
train,225,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/225.pkl
train,226,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/226.pkl
train,227,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/227.pkl
train,229,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/229.pkl
train,228,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/228.pkl
train,230,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/230.pkl
train,231,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/231.pkl
train,233,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/233.pkl
train,232,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/232.pkl
train,234,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/234.pkl
train,236,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/236.pkl
train,235,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/235.pkl
train,237,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/237.pkl
train,238,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/238.pkl
train,239,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/239.pkl
train,241,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/241.pkl
train,240,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/240.pkl
train,242,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/242.pkl
train,243,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/243.pkl
train,244,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/244.pkl
train,245,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/245.pkl
train,247,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/247.pkl
train,246,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/246.pkl
train,249,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/249.pkl
train,248,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/248.pkl
train,250,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/250.pkl
train,251,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/251.pkl
train,252,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/252.pkl
train,253,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/253.pkl
train,254,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/254.pkl
train,255,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/255.pkl
train,256,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/256.pkl
train,257,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/257.pkl
train,258,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/258.pkl
train,260,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/260.pkl
train,259,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/259.pkl
train,261,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/261.pkl
train,263,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/263.pkl
train,262,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/262.pkl
train,264,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/264.pkl
train,265,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/265.pkl
train,267,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/267.pkl
train,266,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/266.pkl
train,268,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/268.pkl
train,269,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/269.pkl
train,270,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/270.pkl
train,271,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/271.pkl
train,272,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/272.pkl
train,274,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/274.pkl
train,273,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/273.pkl
train,275,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/275.pkl
train,276,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/276.pkl
train,277,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/277.pkl
train,278,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/278.pkl
train,279,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/279.pkl
train,280,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/280.pkl
train,281,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/281.pkl
train,282,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/282.pkl
train,283,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/283.pkl
train,284,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/284.pkl
