video_id,seg_id,clip_path,t_start,t_end,predicted_class,similarity,status
-aaTTl2RFFI,seg_0099_3702,-aaTTl2RFFI/clips/seg_0099_3702.mp4,154.404,155.405,acontecer,0.8596483469009399,confiante
-aaTTl2RFFI,seg_0100_3760,-aaTTl2RFFI/clips/seg_0100_3760.mp4,156.823,157.199,acontecer,0.7155687808990479,confiante
-aaTTl2RFFI,seg_0101_3822,-aaTTl2RFFI/clips/seg_0101_3822.mp4,159.409,160.035,acontecer,0.7922780513763428,confiante
-aaTTl2RFFI,seg_0104_3960,-aaTTl2RFFI/clips/seg_0104_3960.mp4,165.165,165.499,acontecer,0.8312536478042603,confiante
-aaTTl2RFFI,seg_0113_4266,-aaTTl2RFFI/clips/seg_0113_4266.mp4,177.928,178.261,acontecer,0.708609938621521,confiante
-aaTTl2RFFI,seg_0115_4305,-aaTTl2RFFI/clips/seg_0115_4305.mp4,179.554,180.305,espelho,0.5000123977661133,desconhecido
-aaTTl2RFFI,seg_0117_4345,-aaTTl2RFFI/clips/seg_0117_4345.mp4,181.223,181.932,acontecer,0.7354052066802979,confiante
-aaTTl2RFFI,seg_0120_4427,-aaTTl2RFFI/clips/seg_0120_4427.mp4,184.643,184.976,vacina,0.37493830919265747,desconhecido
-aaTTl2RFFI,seg_0127_4691,-aaTTl2RFFI/clips/seg_0127_4691.mp4,195.654,195.987,america,0.6284359097480774,confiante
-aaTTl2RFFI,seg_0130_5127,-aaTTl2RFFI/clips/seg_0130_5127.mp4,213.839,214.548,vacina,0.37365731596946716,desconhecido
-aaTTl2RFFI,seg_0137_5298,-aaTTl2RFFI/clips/seg_0137_5298.mp4,220.971,221.638,acontecer,0.6040878295898438,desconhecido
-aaTTl2RFFI,seg_0138_5326,-aaTTl2RFFI/clips/seg_0138_5326.mp4,222.139,223.181,acontecer,0.65040123462677,confiante
-aaTTl2RFFI,seg_0139_5344,-aaTTl2RFFI/clips/seg_0139_5344.mp4,222.889,223.64,acontecer,0.5816174745559692,desconhecido
-aaTTl2RFFI,seg_0140_5377,-aaTTl2RFFI/clips/seg_0140_5377.mp4,224.266,224.891,espelho,0.5354123115539551,desconhecido
-aaTTl2RFFI,seg_0146_5539,-aaTTl2RFFI/clips/seg_0146_5539.mp4,231.022,232.065,acontecer,0.896269679069519,confiante
-aaTTl2RFFI,seg_0151_5732,-aaTTl2RFFI/clips/seg_0151_5732.mp4,239.072,239.865,acontecer,0.6147040128707886,desconhecido
-aaTTl2RFFI,seg_0152_5843,-aaTTl2RFFI/clips/seg_0152_5843.mp4,243.702,244.453,acontecer,0.7915592193603516,confiante
0_ZpjLKPt1E,seg_0000_63,0_ZpjLKPt1E/clips/seg_0000_63.mp4,3.134,3.631,sapo,0.6612131595611572,confiante
0_ZpjLKPt1E,seg_0002_172,0_ZpjLKPt1E/clips/seg_0002_172.mp4,8.556,9.153,america,0.5540488958358765,desconhecido
0_ZpjLKPt1E,seg_0003_227,0_ZpjLKPt1E/clips/seg_0003_227.mp4,11.292,12.386,acontecer,0.47147879004478455,desconhecido
0_ZpjLKPt1E,seg_0004_241,0_ZpjLKPt1E/clips/seg_0004_241.mp4,11.988,13.083,acontecer,0.6656234264373779,confiante
0_ZpjLKPt1E,seg_0005_257,0_ZpjLKPt1E/clips/seg_0005_257.mp4,12.784,13.879,acontecer,0.6571843028068542,confiante
0_ZpjLKPt1E,seg_0006_288,0_ZpjLKPt1E/clips/seg_0006_288.mp4,14.326,15.421,acontecer,0.38306593894958496,desconhecido
0_ZpjLKPt1E,seg_0007_467,0_ZpjLKPt1E/clips/seg_0007_467.mp4,23.23,23.579,barulho,0.3488466739654541,desconhecido
0_ZpjLKPt1E,seg_0009_554,0_ZpjLKPt1E/clips/seg_0009_554.mp4,27.558,27.906,barulho,0.5130487084388733,desconhecido
0_ZpjLKPt1E,seg_0011_617,0_ZpjLKPt1E/clips/seg_0011_617.mp4,30.692,31.289,america,0.6439849138259888,confiante
0_ZpjLKPt1E,seg_0012_636,0_ZpjLKPt1E/clips/seg_0012_636.mp4,31.637,32.284,aproveitar,0.7333670854568481,confiante
0_ZpjLKPt1E,seg_0014_679,0_ZpjLKPt1E/clips/seg_0014_679.mp4,33.776,34.87,barulho,0.47703874111175537,desconhecido
0_ZpjLKPt1E,seg_0015_698,0_ZpjLKPt1E/clips/seg_0015_698.mp4,34.721,35.816,barulho,0.5017293095588684,desconhecido
0_ZpjLKPt1E,seg_0016_718,0_ZpjLKPt1E/clips/seg_0016_718.mp4,35.716,36.81,barulho,0.49160104990005493,desconhecido
0_ZpjLKPt1E,seg_0018_787,0_ZpjLKPt1E/clips/seg_0018_787.mp4,39.148,39.546,banheiro,0.514349102973938,desconhecido
0_ZpjLKPt1E,seg_0019_815,0_ZpjLKPt1E/clips/seg_0019_815.mp4,40.541,41.586,filho,0.4620848298072815,desconhecido
0_ZpjLKPt1E,seg_0020_840,0_ZpjLKPt1E/clips/seg_0020_840.mp4,41.785,42.63,sapo,0.44893506169319153,desconhecido
0_ZpjLKPt1E,seg_0021_868,0_ZpjLKPt1E/clips/seg_0021_868.mp4,43.178,44.023,sapo,0.5204354524612427,desconhecido
0_ZpjLKPt1E,seg_0022_877,0_ZpjLKPt1E/clips/seg_0022_877.mp4,43.625,44.471,barulho,0.4465560019016266,desconhecido
0_ZpjLKPt1E,seg_0024_948,0_ZpjLKPt1E/clips/seg_0024_948.mp4,47.157,48.202,banheiro,0.45122966170310974,desconhecido
0_ZpjLKPt1E,seg_0025_980,0_ZpjLKPt1E/clips/seg_0025_980.mp4,48.749,49.545,acontecer,0.8066381812095642,confiante
0_ZpjLKPt1E,seg_0026_1000,0_ZpjLKPt1E/clips/seg_0026_1000.mp4,49.744,50.689,acontecer,0.7501016855239868,confiante
0_ZpjLKPt1E,seg_0028_1017,0_ZpjLKPt1E/clips/seg_0028_1017.mp4,50.589,51.684,acontecer,0.6271949410438538,confiante
0_ZpjLKPt1E,seg_0030_1069,0_ZpjLKPt1E/clips/seg_0030_1069.mp4,53.176,53.922,america,0.7185991406440735,confiante
0_ZpjLKPt1E,seg_0031_1090,0_ZpjLKPt1E/clips/seg_0031_1090.mp4,54.221,54.818,sapo,0.5733038187026978,desconhecido
0_ZpjLKPt1E,seg_0033_1128,0_ZpjLKPt1E/clips/seg_0033_1128.mp4,56.111,56.857,sapo,0.6063989996910095,desconhecido
0_ZpjLKPt1E,seg_0034_1153,0_ZpjLKPt1E/clips/seg_0034_1153.mp4,57.355,57.653,barulho,0.40130341053009033,desconhecido
0_ZpjLKPt1E,seg_0037_1249,0_ZpjLKPt1E/clips/seg_0037_1249.mp4,62.13,63.224,america,0.5431950092315674,desconhecido
0_ZpjLKPt1E,seg_0038_1260,0_ZpjLKPt1E/clips/seg_0038_1260.mp4,62.677,63.772,acontecer,0.5345882177352905,desconhecido
0_ZpjLKPt1E,seg_0039_1277,0_ZpjLKPt1E/clips/seg_0039_1277.mp4,63.523,64.617,acontecer,0.5474078059196472,desconhecido
0_ZpjLKPt1E,seg_0040_1313,0_ZpjLKPt1E/clips/seg_0040_1313.mp4,65.314,66.358,acontecer,0.5426729917526245,desconhecido
0_ZpjLKPt1E,seg_0042_1342,0_ZpjLKPt1E/clips/seg_0042_1342.mp4,66.756,67.801,acontecer,0.3720865845680237,desconhecido
0_ZpjLKPt1E,seg_0044_1368,0_ZpjLKPt1E/clips/seg_0044_1368.mp4,68.05,68.796,barulho,0.6218632459640503,desconhecido
0_ZpjLKPt1E,seg_0045_1402,0_ZpjLKPt1E/clips/seg_0045_1402.mp4,69.741,69.99,banheiro,0.5890191793441772,desconhecido
0_ZpjLKPt1E,seg_0047_1427,0_ZpjLKPt1E/clips/seg_0047_1427.mp4,70.984,71.731,acontecer,0.5588887929916382,desconhecido
0_ZpjLKPt1E,seg_0048_1447,0_ZpjLKPt1E/clips/seg_0048_1447.mp4,71.979,72.228,acontecer,0.4923812747001648,desconhecido
0_ZpjLKPt1E,seg_0049_1506,0_ZpjLKPt1E/clips/seg_0049_1506.mp4,74.914,75.213,acontecer,0.44899487495422363,desconhecido
0_ZpjLKPt1E,seg_0050_1517,0_ZpjLKPt1E/clips/seg_0050_1517.mp4,75.461,76.158,america,0.4924114942550659,desconhecido
0_ZpjLKPt1E,seg_0052_1539,0_ZpjLKPt1E/clips/seg_0052_1539.mp4,76.556,76.854,acontecer,0.5447958707809448,desconhecido
0_ZpjLKPt1E,seg_0053_1574,0_ZpjLKPt1E/clips/seg_0053_1574.mp4,78.297,79.192,barulho,0.5120769739151001,desconhecido
0_ZpjLKPt1E,seg_0054_1600,0_ZpjLKPt1E/clips/seg_0054_1600.mp4,79.59,80.684,acontecer,0.5698434114456177,desconhecido
0_ZpjLKPt1E,seg_0056_1650,0_ZpjLKPt1E/clips/seg_0056_1650.mp4,82.077,82.823,america,0.4909614026546478,desconhecido
0_ZpjLKPt1E,seg_0057_1685,0_ZpjLKPt1E/clips/seg_0057_1685.mp4,83.818,84.117,sapo,0.6592462062835693,confiante
0_ZpjLKPt1E,seg_0058_1732,0_ZpjLKPt1E/clips/seg_0058_1732.mp4,86.156,87.151,sapo,0.49301832914352417,desconhecido
0_ZpjLKPt1E,seg_0059_1797,0_ZpjLKPt1E/clips/seg_0059_1797.mp4,89.39,90.086,acontecer,0.5181199312210083,desconhecido
0_ZpjLKPt1E,seg_0062_1935,0_ZpjLKPt1E/clips/seg_0062_1935.mp4,96.254,96.752,america,0.697267472743988,confiante
0_ZpjLKPt1E,seg_0063_1947,0_ZpjLKPt1E/clips/seg_0063_1947.mp4,96.851,97.498,america,0.7149637937545776,confiante
0_ZpjLKPt1E,seg_0064_1993,0_ZpjLKPt1E/clips/seg_0064_1993.mp4,99.139,100.085,banheiro,0.6368279457092285,confiante
0_ZpjLKPt1E,seg_0066_2032,0_ZpjLKPt1E/clips/seg_0066_2032.mp4,101.079,101.577,filho,0.6669933795928955,confiante
0_ZpjLKPt1E,seg_0067_2078,0_ZpjLKPt1E/clips/seg_0067_2078.mp4,103.368,104.213,barulho,0.8630523681640625,confiante
0_ZpjLKPt1E,seg_0068_2129,0_ZpjLKPt1E/clips/seg_0068_2129.mp4,105.905,106.999,barulho,0.5182188749313354,desconhecido
0_ZpjLKPt1E,seg_0071_2194,0_ZpjLKPt1E/clips/seg_0071_2194.mp4,109.138,110.232,america,0.7317085266113281,confiante
0_ZpjLKPt1E,seg_0072_2209,0_ZpjLKPt1E/clips/seg_0072_2209.mp4,109.884,110.978,america,0.647063136100769,confiante
0_ZpjLKPt1E,seg_0073_2221,0_ZpjLKPt1E/clips/seg_0073_2221.mp4,110.481,111.575,barulho,0.6221747398376465,desconhecido
0_ZpjLKPt1E,seg_0076_2274,0_ZpjLKPt1E/clips/seg_0076_2274.mp4,113.117,113.814,acontecer,0.44806531071662903,desconhecido
0_ZpjLKPt1E,seg_0077_2298,0_ZpjLKPt1E/clips/seg_0077_2298.mp4,114.311,114.908,america,0.5180685520172119,desconhecido
0_ZpjLKPt1E,seg_0078_2322,0_ZpjLKPt1E/clips/seg_0078_2322.mp4,115.505,116.003,acontecer,0.47342467308044434,desconhecido
0_ZpjLKPt1E,seg_0082_2476,0_ZpjLKPt1E/clips/seg_0082_2476.mp4,123.166,123.564,espelho,0.5852975845336914,desconhecido
0_ZpjLKPt1E,seg_0083_2504,0_ZpjLKPt1E/clips/seg_0083_2504.mp4,124.559,124.956,acontecer,0.560664176940918,desconhecido
0_ZpjLKPt1E,seg_0084_2519,0_ZpjLKPt1E/clips/seg_0084_2519.mp4,125.305,126.2,barulho,0.7456202507019043,confiante
0_ZpjLKPt1E,seg_0087_2562,0_ZpjLKPt1E/clips/seg_0087_2562.mp4,127.444,128.488,america,0.6495460271835327,confiante
0_ZpjLKPt1E,seg_0091_2624,0_ZpjLKPt1E/clips/seg_0091_2624.mp4,130.528,131.224,barulho,0.722749650478363,confiante
0_ZpjLKPt1E,seg_0094_2677,0_ZpjLKPt1E/clips/seg_0094_2677.mp4,133.164,133.413,barulho,0.6843277215957642,confiante
0_ZpjLKPt1E,seg_0095_2813,0_ZpjLKPt1E/clips/seg_0095_2813.mp4,139.929,140.278,america,0.7049993872642517,confiante
0_ZpjLKPt1E,seg_0096_2884,0_ZpjLKPt1E/clips/seg_0096_2884.mp4,143.461,143.959,america,0.6097697615623474,desconhecido
0_ZpjLKPt1E,seg_0099_2962,0_ZpjLKPt1E/clips/seg_0099_2962.mp4,147.341,148.137,acontecer,0.49927762150764465,desconhecido
0_ZpjLKPt1E,seg_0101_3007,0_ZpjLKPt1E/clips/seg_0101_3007.mp4,149.58,150.326,barulho,0.7455580830574036,confiante
0_ZpjLKPt1E,seg_0103_3054,0_ZpjLKPt1E/clips/seg_0103_3054.mp4,151.918,152.664,barulho,0.49135130643844604,desconhecido
0_ZpjLKPt1E,seg_0107_3124,0_ZpjLKPt1E/clips/seg_0107_3124.mp4,155.4,156.494,acontecer,0.5794954299926758,desconhecido
0_ZpjLKPt1E,seg_0110_3170,0_ZpjLKPt1E/clips/seg_0110_3170.mp4,157.688,158.384,acontecer,0.5645151734352112,desconhecido
0_ZpjLKPt1E,seg_0111_3186,0_ZpjLKPt1E/clips/seg_0111_3186.mp4,158.484,159.081,acontecer,0.5766650438308716,desconhecido
0_ZpjLKPt1E,seg_0113_3277,0_ZpjLKPt1E/clips/seg_0113_3277.mp4,163.01,163.309,america,0.6338838338851929,confiante
0_ZpjLKPt1E,seg_0115_3300,0_ZpjLKPt1E/clips/seg_0115_3300.mp4,164.155,164.951,america,0.6167917251586914,desconhecido
0_ZpjLKPt1E,seg_0116_3318,0_ZpjLKPt1E/clips/seg_0116_3318.mp4,165.05,165.647,america,0.500783383846283,desconhecido
0_ZpjLKPt1E,seg_0117_3329,0_ZpjLKPt1E/clips/seg_0117_3329.mp4,165.597,166.692,america,0.48697155714035034,desconhecido
0_ZpjLKPt1E,seg_0119_3350,0_ZpjLKPt1E/clips/seg_0119_3350.mp4,166.642,167.388,america,0.6462884545326233,confiante
0lNAZrB6dUY,seg_0000_55,0lNAZrB6dUY/clips/seg_0000_55.mp4,2.2,2.6,acontecer,0.8657718896865845,confiante
0lNAZrB6dUY,seg_0001_72,0lNAZrB6dUY/clips/seg_0001_72.mp4,2.88,3.24,acontecer,0.8879843950271606,confiante
0lNAZrB6dUY,seg_0003_151,0lNAZrB6dUY/clips/seg_0003_151.mp4,6.04,6.36,america,0.7813627123832703,confiante
0lNAZrB6dUY,seg_0004_243,0lNAZrB6dUY/clips/seg_0004_243.mp4,9.72,10.04,acontecer,0.5460270643234253,desconhecido
0lNAZrB6dUY,seg_0006_296,0lNAZrB6dUY/clips/seg_0006_296.mp4,11.84,12.84,acontecer,0.8163540363311768,confiante
0lNAZrB6dUY,seg_0007_398,0lNAZrB6dUY/clips/seg_0007_398.mp4,15.92,16.32,acontecer,0.5643202066421509,desconhecido
0lNAZrB6dUY,seg_0008_413,0lNAZrB6dUY/clips/seg_0008_413.mp4,16.52,16.8,acontecer,0.6147567629814148,desconhecido
0lNAZrB6dUY,seg_0010_455,0lNAZrB6dUY/clips/seg_0010_455.mp4,18.2,18.6,acontecer,0.7182279229164124,confiante
0lNAZrB6dUY,seg_0013_498,0lNAZrB6dUY/clips/seg_0013_498.mp4,19.92,20.6,acontecer,0.7902905941009521,confiante
0lNAZrB6dUY,seg_0014_519,0lNAZrB6dUY/clips/seg_0014_519.mp4,20.76,21.08,acontecer,0.8209846019744873,confiante
0lNAZrB6dUY,seg_0015_540,0lNAZrB6dUY/clips/seg_0015_540.mp4,21.6,21.92,acontecer,0.733543872833252,confiante
0lNAZrB6dUY,seg_0016_551,0lNAZrB6dUY/clips/seg_0016_551.mp4,22.04,22.72,acontecer,0.7330687046051025,confiante
0lNAZrB6dUY,seg_0018_560,0lNAZrB6dUY/clips/seg_0018_560.mp4,22.4,23.04,acontecer,0.7311345338821411,confiante
0lNAZrB6dUY,seg_0019_592,0lNAZrB6dUY/clips/seg_0019_592.mp4,23.68,24.72,acontecer,0.7887334227561951,confiante
0lNAZrB6dUY,seg_0020_611,0lNAZrB6dUY/clips/seg_0020_611.mp4,24.44,25.44,acontecer,0.6808288097381592,confiante
0lNAZrB6dUY,seg_0025_1100,0lNAZrB6dUY/clips/seg_0025_1100.mp4,44.0,44.36,acontecer,0.534018874168396,desconhecido
0lNAZrB6dUY,seg_0027_1182,0lNAZrB6dUY/clips/seg_0027_1182.mp4,47.28,47.8,espelho,0.6006094217300415,desconhecido
0lNAZrB6dUY,seg_0031_1284,0lNAZrB6dUY/clips/seg_0031_1284.mp4,51.36,51.64,acontecer,0.3645673394203186,desconhecido
0lNAZrB6dUY,seg_0032_1366,0lNAZrB6dUY/clips/seg_0032_1366.mp4,54.64,54.92,espelho,0.4807589054107666,desconhecido
0lNAZrB6dUY,seg_0033_1403,0lNAZrB6dUY/clips/seg_0033_1403.mp4,56.12,56.48,acontecer,0.35449904203414917,desconhecido
0lNAZrB6dUY,seg_0034_1477,0lNAZrB6dUY/clips/seg_0034_1477.mp4,59.08,59.44,espelho,0.6182268261909485,desconhecido
0lNAZrB6dUY,seg_0036_1546,0lNAZrB6dUY/clips/seg_0036_1546.mp4,61.84,62.2,espelho,0.5400285124778748,desconhecido
0lNAZrB6dUY,seg_0037_1626,0lNAZrB6dUY/clips/seg_0037_1626.mp4,65.04,65.36,acontecer,0.4911404848098755,desconhecido
0lNAZrB6dUY,seg_0038_1643,0lNAZrB6dUY/clips/seg_0038_1643.mp4,65.72,66.04,aproveitar,0.3687576651573181,desconhecido
0lNAZrB6dUY,seg_0039_1676,0lNAZrB6dUY/clips/seg_0039_1676.mp4,67.04,67.32,acontecer,0.6061915159225464,desconhecido
0lNAZrB6dUY,seg_0041_1770,0lNAZrB6dUY/clips/seg_0041_1770.mp4,70.8,71.6,acontecer,0.7732148170471191,confiante
0lNAZrB6dUY,seg_0043_1883,0lNAZrB6dUY/clips/seg_0043_1883.mp4,75.32,75.72,espelho,0.6134166717529297,desconhecido
0lNAZrB6dUY,seg_0044_1897,0lNAZrB6dUY/clips/seg_0044_1897.mp4,75.88,76.24,espelho,0.63215172290802,confiante
0lNAZrB6dUY,seg_0046_1948,0lNAZrB6dUY/clips/seg_0046_1948.mp4,77.92,78.92,acontecer,0.6099668145179749,desconhecido
0lNAZrB6dUY,seg_0047_1962,0lNAZrB6dUY/clips/seg_0047_1962.mp4,78.48,79.36,acontecer,0.6112487316131592,desconhecido
0lNAZrB6dUY,seg_0048_2038,0lNAZrB6dUY/clips/seg_0048_2038.mp4,81.52,82.56,espelho,0.5305827856063843,desconhecido
0lNAZrB6dUY,seg_0051_2163,0lNAZrB6dUY/clips/seg_0051_2163.mp4,86.52,86.8,vacina,0.49467363953590393,desconhecido
0lNAZrB6dUY,seg_0052_2174,0lNAZrB6dUY/clips/seg_0052_2174.mp4,86.96,87.64,vacina,0.48002421855926514,desconhecido
0lNAZrB6dUY,seg_0055_2281,0lNAZrB6dUY/clips/seg_0055_2281.mp4,91.24,91.56,acontecer,0.8044755458831787,confiante
0lNAZrB6dUY,seg_0056_2351,0lNAZrB6dUY/clips/seg_0056_2351.mp4,94.04,94.44,acontecer,0.8473453521728516,confiante
0lNAZrB6dUY,seg_0057_2388,0lNAZrB6dUY/clips/seg_0057_2388.mp4,95.52,95.88,vacina,0.5499054193496704,desconhecido
0lNAZrB6dUY,seg_0058_2410,0lNAZrB6dUY/clips/seg_0058_2410.mp4,96.4,96.72,acontecer,0.6936748027801514,confiante
0lNAZrB6dUY,seg_0059_2458,0lNAZrB6dUY/clips/seg_0059_2458.mp4,98.32,98.68,acontecer,0.7664769887924194,confiante
0lNAZrB6dUY,seg_0060_2490,0lNAZrB6dUY/clips/seg_0060_2490.mp4,99.6,99.96,espelho,0.6709555387496948,confiante
0lNAZrB6dUY,seg_0065_2673,0lNAZrB6dUY/clips/seg_0065_2673.mp4,106.92,107.24,vacina,0.3608328402042389,desconhecido
0lNAZrB6dUY,seg_0066_2684,0lNAZrB6dUY/clips/seg_0066_2684.mp4,107.36,107.68,medo,0.6119896173477173,desconhecido
0lNAZrB6dUY,seg_0070_2769,0lNAZrB6dUY/clips/seg_0070_2769.mp4,110.76,111.08,acontecer,0.5275393724441528,desconhecido
0lNAZrB6dUY,seg_0072_2855,0lNAZrB6dUY/clips/seg_0072_2855.mp4,114.2,114.48,acontecer,0.5507349967956543,desconhecido
0lNAZrB6dUY,seg_0073_2875,0lNAZrB6dUY/clips/seg_0073_2875.mp4,115.0,115.48,acontecer,0.7432059049606323,confiante
0lNAZrB6dUY,seg_0077_3041,0lNAZrB6dUY/clips/seg_0077_3041.mp4,121.64,122.48,barulho,0.5351945161819458,desconhecido
0lNAZrB6dUY,seg_0079_3162,0lNAZrB6dUY/clips/seg_0079_3162.mp4,126.48,126.84,acontecer,0.7214423418045044,confiante
