video_id,class,user_id,pkl_path,status,n_frames,motivo
20210123060803_600c903365fbf.mp4,Acontecer,Articulador1,data/v_librasil_landmarks/20210123060803_600c903365fbf.pkl,ok,170,
20210331111613_6064842d06e5c.mp4,Acordar (alarme),Articulador3,data/v_librasil_landmarks/20210331111613_6064842d06e5c.pkl,ok,126,
20201221055057_5fe10ab126f8c.mp4,Acordar (alarme),Articulador2,data/v_librasil_landmarks/20201221055057_5fe10ab126f8c.pkl,ok,311,
20201221055057_5fe10ab11d93b.mp4,Acordar (alarme),Articulador1,data/v_librasil_landmarks/20201221055057_5fe10ab11d93b.pkl,ok,142,
20210331111621_60648435a9707.mp4,Acrescentar,Articulador3,data/v_librasil_landmarks/20210331111621_60648435a9707.pkl,ok,123,
20201221021825_5fe0d8e17698f.mp4,Acrescentar,Articulador2,data/v_librasil_landmarks/20201221021825_5fe0d8e17698f.pkl,ok,297,
20201221021825_5fe0d8e16baac.mp4,Acrescentar,Articulador1,data/v_librasil_landmarks/20201221021825_5fe0d8e16baac.pkl,ok,166,
20210331111457_606483e1950c6.mp4,Açúcar,Articulador3,data/v_librasil_landmarks/20210331111457_606483e1950c6.pkl,ok,117,
20201224074321_5fe470c95d3d0.mp4,Açúcar,Articulador2,data/v_librasil_landmarks/20201224074321_5fe470c95d3d0.pkl,ok,141,
20201224064420_5fe50bb4ad191.mp4,Açúcar,Articulador1,data/v_librasil_landmarks/20201224064420_5fe50bb4ad191.pkl,ok,172,
20210331111632_60648440700d2.mp4,Adaptar,Articulador3,data/v_librasil_landmarks/20210331111632_60648440700d2.pkl,ok,121,
20210122122526_600aee662405e.mp4,Adaptar,Articulador2,data/v_librasil_landmarks/20210122122526_600aee662405e.pkl,ok,168,
20210122122526_600aee6608466.mp4,Adaptar,Articulador1,data/v_librasil_landmarks/20210122122526_600aee6608466.pkl,ok,145,
20210128055323_6013244362123.mp4,Adiante,Articulador3,data/v_librasil_landmarks/20210128055323_6013244362123.pkl,ok,160,
20210929043513_6154bff1a8625.mp4,Adiante,Articulador2,data/v_librasil_landmarks/20210929043513_6154bff1a8625.pkl,ok,198,
20210505074730_609277c29c858.mp4,Adiante,Articulador1,data/v_librasil_landmarks/20210505074730_609277c29c858.pkl,ok,306,
20210331112400_606486006d18e.mp4,Adiar,Articulador3,data/v_librasil_landmarks/20210331112400_606486006d18e.pkl,ok,130,
20210929043526_6154bffedfc4f.mp4,Adiar,Articulador2,data/v_librasil_landmarks/20210929043526_6154bffedfc4f.pkl,ok,127,
20210128115528_601379208ddb8.mp4,Adiar,Articulador1,data/v_librasil_landmarks/20210128115528_601379208ddb8.pkl,ok,146,
20210331112403_606486033cc14.mp4,Admitir,Articulador3,data/v_librasil_landmarks/20210331112403_606486033cc14.pkl,ok,46,
20201221022548_5fe0da9cb8363.mp4,Admitir,Articulador2,data/v_librasil_landmarks/20201221022548_5fe0da9cb8363.pkl,ok,294,
20201221022548_5fe0da9cb23f4.mp4,Admitir,Articulador1,data/v_librasil_landmarks/20201221022548_5fe0da9cb23f4.pkl,ok,154,
20210128055352_6013246066ae6.mp4,Adquirir,Articulador3,data/v_librasil_landmarks/20210128055352_6013246066ae6.pkl,ok,119,
20210929043546_6154c012caa5d.mp4,Adquirir,Articulador2,data/v_librasil_landmarks/20210929043546_6154c012caa5d.pkl,ok,192,
20210505074723_609277bb662a6.mp4,Adquirir,Articulador1,data/v_librasil_landmarks/20210505074723_609277bb662a6.pkl,ok,188,
20210331112405_60648605a17b3.mp4,Adulto,Articulador3,data/v_librasil_landmarks/20210331112405_60648605a17b3.pkl,ok,47,
20201221013450_5fe0ceaae1996.mp4,Adulto,Articulador2,data/v_librasil_landmarks/20201221013450_5fe0ceaae1996.pkl,ok,344,
20201221013450_5fe0ceaadcc19.mp4,Adulto,Articulador1,data/v_librasil_landmarks/20201221013450_5fe0ceaadcc19.pkl,ok,148,
20210331112410_6064860ab479a.mp4,Advertir,Articulador3,data/v_librasil_landmarks/20210331112410_6064860ab479a.pkl,ok,132,
20210929043605_6154c025ed4d9.mp4,Advertir,Articulador2,data/v_librasil_landmarks/20210929043605_6154c025ed4d9.pkl,ok,214,
20210501071100_608d293422d3b.mp4,Advertir,Articulador1,data/v_librasil_landmarks/20210501071100_608d293422d3b.pkl,ok,293,
20210331112417_60648611e7e06.mp4,Afogar,Articulador3,data/v_librasil_landmarks/20210331112417_60648611e7e06.pkl,ok,155,
20210929043913_6154c0e1839e5.mp4,Afogar,Articulador2,data/v_librasil_landmarks/20210929043913_6154c0e1839e5.pkl,ok,180,
20210117025815_60047ab7edc61.mp4,Afogar,Articulador1,data/v_librasil_landmarks/20210117025815_60047ab7edc61.pkl,ok,186,
20210128033324_60130374b8f1a.mp4,Agarrar,Articulador3,data/v_librasil_landmarks/20210128033324_60130374b8f1a.pkl,ok,151,
20210929043639_6154c047b5105.mp4,Agarrar,Articulador2,data/v_librasil_landmarks/20210929043639_6154c047b5105.pkl,ok,171,
20210501071118_608d294698fc3.mp4,Agarrar,Articulador1,data/v_librasil_landmarks/20210501071118_608d294698fc3.pkl,ok,331,
20210128033346_6013038aea6d6.mp4,Agasalho,Articulador3,data/v_librasil_landmarks/20210128033346_6013038aea6d6.pkl,ok,185,
20210929043657_6154c059cd862.mp4,Agasalho,Articulador2,data/v_librasil_landmarks/20210929043657_6154c059cd862.pkl,ok,169,
20210501071138_608d295a2ff35.mp4,Agasalho,Articulador1,data/v_librasil_landmarks/20210501071138_608d295a2ff35.pkl,ok,371,
20210411084505_6072e1415cdb1.mp4,Agir (fazer),Articulador3,data/v_librasil_landmarks/20210411084505_6072e1415cdb1.pkl,ok,228,
20201221021547_5fe0d84386b6e.mp4,Agir (fazer),Articulador2,data/v_librasil_landmarks/20201221021547_5fe0d84386b6e.pkl,ok,333,
20201221021547_5fe0d8437caae.mp4,Agir (fazer),Articulador1,data/v_librasil_landmarks/20201221021547_5fe0d8437caae.pkl,ok,143,
20210128033420_601303ac5038c.mp4,Agitar,Articulador3,data/v_librasil_landmarks/20210128033420_601303ac5038c.pkl,ok,167,
20210929043716_6154c06c147ab.mp4,Agitar,Articulador2,data/v_librasil_landmarks/20210929043716_6154c06c147ab.pkl,ok,141,
20210505115037_6092b0bdeb7a5.mp4,Agitar,Articulador1,data/v_librasil_landmarks/20210505115037_6092b0bdeb7a5.pkl,ok,312,
20210127091521_60115959a6c3e.mp4,Agora,Articulador3,data/v_librasil_landmarks/20210127091521_60115959a6c3e.pkl,ok,144,
20210929043735_6154c07f4f1ca.mp4,Agora,Articulador2,data/v_librasil_landmarks/20210929043735_6154c07f4f1ca.pkl,ok,135,
20210126072709_6010973d06250.mp4,Agora,Articulador1,data/v_librasil_landmarks/20210126072709_6010973d06250.pkl,ok,133,
20210331112433_6064862194c2d.mp4,Agradável,Articulador3,data/v_librasil_landmarks/20210331112433_6064862194c2d.pkl,ok,97,
20201224074414_5fe470fe8905d.mp4,Agradável,Articulador2,data/v_librasil_landmarks/20201224074414_5fe470fe8905d.pkl,ok,171,
20201224064511_5fe50be7b7237.mp4,Agradável,Articulador1,data/v_librasil_landmarks/20201224064511_5fe50be7b7237.pkl,ok,171,
20210331112432_60648620bc2aa.mp4,Agressivo,Articulador3,data/v_librasil_landmarks/20210331112432_60648620bc2aa.pkl,ok,101,
20201221021632_5fe0d87060f8f.mp4,Agressivo,Articulador2,data/v_librasil_landmarks/20201221021632_5fe0d87060f8f.pkl,ok,298,
20201221021632_5fe0d8705c1ac.mp4,Agressivo,Articulador1,data/v_librasil_landmarks/20201221021632_5fe0d8705c1ac.pkl,ok,139,
20210128055412_601324744d7ef.mp4,Água,Articulador3,data/v_librasil_landmarks/20210128055412_601324744d7ef.pkl,ok,151,
20210929043808_6154c0a086bf0.mp4,Água,Articulador2,data/v_librasil_landmarks/20210929043808_6154c0a086bf0.pkl,ok,172,
20210505115048_6092b0c800c7a.mp4,Água,Articulador1,data/v_librasil_landmarks/20210505115048_6092b0c800c7a.pkl,ok,368,
20210623032119_60d37b9f25dcc.mp4,Água congelada,Articulador3,data/v_librasil_landmarks/20210623032119_60d37b9f25dcc.pkl,ok,193,
20210929043751_6154c08f7a650.mp4,Água congelada,Articulador2,data/v_librasil_landmarks/20210929043751_6154c08f7a650.pkl,ok,178,
20210210072949_6023b59d1f56f.mp4,Água congelada,Articulador1,data/v_librasil_landmarks/20210210072949_6023b59d1f56f.pkl,ok,155,
20210411080151_6072d71f2bdfe.mp4,Ainda,Articulador3,data/v_librasil_landmarks/20210411080151_6072d71f2bdfe.pkl,ok,284,
20210929043821_6154c0ada6a3c.mp4,Ainda,Articulador2,data/v_librasil_landmarks/20210929043821_6154c0ada6a3c.pkl,ok,128,
20210505074728_609277c04b50f.mp4,Ainda,Articulador1,data/v_librasil_landmarks/20210505074728_609277c04b50f.pkl,ok,326,
20210407082405_606d9655547a7.mp4,Ajoelhar,Articulador3,data/v_librasil_landmarks/20210407082405_606d9655547a7.pkl,ok,340,
20210929043840_6154c0c087446.mp4,Ajoelhar,Articulador2,data/v_librasil_landmarks/20210929043840_6154c0c087446.pkl,ok,171,
20210203121049_601abcf9a6c58.mp4,Ajoelhar,Articulador1,data/v_librasil_landmarks/20210203121049_601abcf9a6c58.pkl,ok,158,
20210128055431_60132487c2b98.mp4,Ajudar,Articulador3,data/v_librasil_landmarks/20210128055431_60132487c2b98.pkl,ok,141,
20210929043908_6154c0dc64bab.mp4,Ajudar,Articulador2,data/v_librasil_landmarks/20210929043908_6154c0dc64bab.pkl,ok,289,
20210505115047_6092b0c78944d.mp4,Ajudar,Articulador1,data/v_librasil_landmarks/20210505115047_6092b0c78944d.pkl,ok,310,
20210331112440_6064862836b19.mp4,Alarme,Articulador3,data/v_librasil_landmarks/20210331112440_6064862836b19.pkl,ok,137,
20201221030711_5fe0e44f573c4.mp4,Alarme,Articulador2,data/v_librasil_landmarks/20201221030711_5fe0e44f573c4.pkl,ok,430,
20201221030711_5fe0e44f50e62.mp4,Alarme,Articulador1,data/v_librasil_landmarks/20201221030711_5fe0e44f50e62.pkl,ok,214,
20210331112506_60648642d6df4.mp4,Alce,Articulador3,data/v_librasil_landmarks/20210331112506_60648642d6df4.pkl,ok,110,
20210114112253_600053bd860bd.mp4,Alce,Articulador2,data/v_librasil_landmarks/20210114112253_600053bd860bd.pkl,ok,138,
20210114112253_600053bd7fbb2.mp4,Alce,Articulador1,data/v_librasil_landmarks/20210114112253_600053bd7fbb2.pkl,ok,168,
20210329104554_6061da125e814.mp4,Álcool,Articulador3,data/v_librasil_landmarks/20210329104554_6061da125e814.pkl,ok,283,
20201221030816_5fe0e4903cabf.mp4,Álcool,Articulador2,data/v_librasil_landmarks/20201221030816_5fe0e4903cabf.pkl,ok,369,
20201221030816_5fe0e49036c38.mp4,Álcool,Articulador1,data/v_librasil_landmarks/20201221030816_5fe0e49036c38.pkl,ok,191,
20210623032133_60d37bad53880.mp4,Alfinete,Articulador3,data/v_librasil_landmarks/20210623032133_60d37bad53880.pkl,ok,180,
20210609072835_60c097d31af09.mp4,Alfinete,Articulador2,data/v_librasil_landmarks/20210609072835_60c097d31af09.pkl,ok,240,
20210501071252_608d29a430ff3.mp4,Alfinete,Articulador1,data/v_librasil_landmarks/20210501071252_608d29a430ff3.pkl,ok,513,
20210329075727_60625b57b5913.mp4,Algo,Articulador3,data/v_librasil_landmarks/20210329075727_60625b57b5913.pkl,ok,92,
20201221124056_5fe0c20890691.mp4,Algo,Articulador2,data/v_librasil_landmarks/20201221124056_5fe0c20890691.pkl,ok,343,
20201221124056_5fe0c2088bbce.mp4,Algo,Articulador1,data/v_librasil_landmarks/20201221124056_5fe0c2088bbce.pkl,ok,122,
20210127093457_60115df1872e4.mp4,Alguns,Articulador3,data/v_librasil_landmarks/20210127093457_60115df1872e4.pkl,ok,152,
20210209064641_602302c1c6dce.mp4,Alguns,Articulador2,data/v_librasil_landmarks/20210209064641_602302c1c6dce.pkl,ok,393,
20210505074727_609277bf00d89.mp4,Alguns,Articulador1,data/v_librasil_landmarks/20210505074727_609277bf00d89.pkl,ok,319,
20210329075818_60625b8a3bcd5.mp4,Alimentação,Articulador3,data/v_librasil_landmarks/20210329075818_60625b8a3bcd5.pkl,ok,103,
20210117025907_60047aebf0ddf.mp4,Alimentação,Articulador2,data/v_librasil_landmarks/20210117025907_60047aebf0ddf.pkl,ok,123,
20210117025907_60047aebe5f1d.mp4,Alimentação,Articulador1,data/v_librasil_landmarks/20210117025907_60047aebe5f1d.pkl,ok,144,
20210411080211_6072d73340b38.mp4,Almoço,Articulador3,data/v_librasil_landmarks/20210411080211_6072d73340b38.pkl,ok,331,
20210929043943_6154c0ff06d1d.mp4,Almoço,Articulador2,data/v_librasil_landmarks/20210929043943_6154c0ff06d1d.pkl,ok,195,
20210126070500_6010920ca5b9c.mp4,Almoço,Articulador1,data/v_librasil_landmarks/20210126070500_6010920ca5b9c.pkl,ok,193,
20210329075907_60625bbb4e5a3.mp4,Almofada,Articulador3,data/v_librasil_landmarks/20210329075907_60625bbb4e5a3.pkl,ok,104,
20210114112331_600053e37a2b0.mp4,Almofada,Articulador2,data/v_librasil_landmarks/20210114112331_600053e37a2b0.pkl,ok,146,
20210114112331_600053e36f5a5.mp4,Almofada,Articulador1,data/v_librasil_landmarks/20210114112331_600053e36f5a5.pkl,ok,140,
20210210111827_6023eb330c927.mp4,Alto,Articulador3,data/v_librasil_landmarks/20210210111827_6023eb330c927.pkl,ok,148,
20210621054159_60d0f997cc269.mp4,Alto,Articulador2,data/v_librasil_landmarks/20210621054159_60d0f997cc269.pkl,ok,225,
20210123061217_600c91316c94a.mp4,Alto,Articulador1,data/v_librasil_landmarks/20210123061217_600c91316c94a.pkl,ok,164,
20210128094134_601359be58a5e.mp4,Altura,Articulador3,data/v_librasil_landmarks/20210128094134_601359be58a5e.pkl,ok,190,
20210929044001_6154c1111bf0b.mp4,Altura,Articulador2,data/v_librasil_landmarks/20210929044001_6154c1111bf0b.pkl,ok,155,
20210123061322_600c917244703.mp4,Altura,Articulador1,data/v_librasil_landmarks/20210123061322_600c917244703.pkl,ok,190,
20210210111150_6023e9a63ad38.mp4,Aluno do Segundo Ano do Ensino Médio,Articulador3,data/v_librasil_landmarks/20210210111150_6023e9a63ad38.pkl,ok,162,
20210621060600_60d0ff38dfe37.mp4,Aluno do Segundo Ano do Ensino Médio,Articulador2,data/v_librasil_landmarks/20210621060600_60d0ff38dfe37.pkl,ok,467,
20210209064808_6023031887e8d.mp4,Aluno do Segundo Ano do Ensino Médio,Articulador1,data/v_librasil_landmarks/20210209064808_6023031887e8d.pkl,ok,504,
20210329075923_60625bcb39c6d.mp4,Amanhã,Articulador3,data/v_librasil_landmarks/20210329075923_60625bcb39c6d.pkl,ok,97,
20210117025936_60047b08596c3.mp4,Amanhã,Articulador2,data/v_librasil_landmarks/20210117025936_60047b08596c3.pkl,ok,117,
20210117025936_60047b084ed6a.mp4,Amanhã,Articulador1,data/v_librasil_landmarks/20210117025936_60047b084ed6a.pkl,ok,122,
20210128055449_6013249957006.mp4,Amarelo,Articulador3,data/v_librasil_landmarks/20210128055449_6013249957006.pkl,ok,137,
20210929044021_6154c125729db.mp4,Amarelo,Articulador2,data/v_librasil_landmarks/20210929044021_6154c125729db.pkl,ok,145,
20210505074731_609277c3e46cf.mp4,Amarelo,Articulador1,data/v_librasil_landmarks/20210505074731_609277c3e46cf.pkl,ok,315,
20210329080040_60625c183ff41.mp4,Amargo,Articulador3,data/v_librasil_landmarks/20210329080040_60625c183ff41.pkl,ok,105,
20210929044037_6154c1350e31d.mp4,Amargo,Articulador2,data/v_librasil_landmarks/20210929044037_6154c1350e31d.pkl,ok,124,
20210114112431_6000541fd8989.mp4,Amargo,Articulador1,data/v_librasil_landmarks/20210114112431_6000541fd8989.pkl,ok,203,
20210329080118_60625c3eede40.mp4,Ambiente,Articulador3,data/v_librasil_landmarks/20210329080118_60625c3eede40.pkl,ok,137,
20210114112520_60005450c2ffd.mp4,Ambiente,Articulador2,data/v_librasil_landmarks/20210114112520_60005450c2ffd.pkl,ok,158,
20210114112520_60005450b9d29.mp4,Ambiente,Articulador1,data/v_librasil_landmarks/20210114112520_60005450b9d29.pkl,ok,151,
20210329080118_60625c3e421cd.mp4,Ambos,Articulador3,data/v_librasil_landmarks/20210329080118_60625c3e421cd.pkl,ok,107,
20201224074428_5fe4710c7a9ed.mp4,Ambos,Articulador2,data/v_librasil_landmarks/20201224074428_5fe4710c7a9ed.pkl,ok,113,
20201224064548_5fe50c0cd9bc3.mp4,Ambos,Articulador1,data/v_librasil_landmarks/20201224064548_5fe50c0cd9bc3.pkl,ok,171,
20210127093817_60115eb929de7.mp4,Amigável,Articulador3,data/v_librasil_landmarks/20210127093817_60115eb929de7.pkl,ok,186,
20210929044104_6154c150c1fca.mp4,Amigável,Articulador2,data/v_librasil_landmarks/20210929044104_6154c150c1fca.pkl,ok,131,
20210128115600_60137940926fa.mp4,Amigável,Articulador1,data/v_librasil_landmarks/20210128115600_60137940926fa.pkl,ok,153,
20210329080332_60625cc4420a7.mp4,Amigo,Articulador3,data/v_librasil_landmarks/20210329080332_60625cc4420a7.pkl,ok,107,
20210123120917_600c3c1d11f60.mp4,Amigo,Articulador2,data/v_librasil_landmarks/20210123120917_600c3c1d11f60.pkl,ok,129,
20210123061357_600c9195833f3.mp4,Amigo,Articulador1,data/v_librasil_landmarks/20210123061357_600c9195833f3.pkl,ok,146,
20210329104556_6061da141bf60.mp4,Analisar,Articulador3,data/v_librasil_landmarks/20210329104556_6061da141bf60.pkl,ok,208,
20201221033440_5fe0eac0c6f60.mp4,Analisar,Articulador2,data/v_librasil_landmarks/20201221033440_5fe0eac0c6f60.pkl,ok,289,
20201221033440_5fe0eac0bcf91.mp4,Analisar,Articulador1,data/v_librasil_landmarks/20201221033440_5fe0eac0bcf91.pkl,ok,154,
20210128033507_601303db89119.mp4,Andorinha,Articulador3,data/v_librasil_landmarks/20210128033507_601303db89119.pkl,ok,253,
20210929044131_6154c16bbe910.mp4,Andorinha,Articulador2,data/v_librasil_landmarks/20210929044131_6154c16bbe910.pkl,ok,162,
20210501073429_608d2eb5ed90f.mp4,Andorinha,Articulador1,data/v_librasil_landmarks/20210501073429_608d2eb5ed90f.pkl,ok,391,
20210210112830_6023ed8ecf229.mp4,Angustiado,Articulador3,data/v_librasil_landmarks/20210210112830_6023ed8ecf229.pkl,ok,189,
20210609073205_60c098a528c63.mp4,Angustiado,Articulador2,data/v_librasil_landmarks/20210609073205_60c098a528c63.pkl,ok,224,
20210505074728_609277c0d0919.mp4,Angustiado,Articulador1,data/v_librasil_landmarks/20210505074728_609277c0d0919.pkl,ok,481,
